"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"BMO Conservative Allocation R6","","FS0000A45S","0C000098V3","BMO Funds","BN0000082Z","BMO","2014-05-30","","2022-01-24","Merged","Columbia Capital Allocation Cnsrv Inst3","US19766N4007","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","BMO Asset Management Corp.","United States","","Yes","","BMO Conservative Allocation R6","No","","No","No","","","433,363.72","4,842,284.39","-26,743,580.16","","","24,020,984.00","25,028,784.00","25,921,293.00","26,208,293.00","26,066,786.00","26,996,454.00","27,930,679.00","26,071,405.00","26,292,873.00","25,590,559.00","26,074,542.00","26,350,654.00","26,564,832.00","28,259,252.00","29,219,284.00","30,886,070.00","32,222,196.00","32,980,162.00","34,193,438.00","34,565,494.00","34,601,879.00","34,691,592.00","33,278,931.00","34,180,303.00","33,905,177.00","32,265,230.00","30,567,684.00","30,456,148.00","29,945,330.00","29,364,512.00","29,647,575.00","30,029,210.00","29,434,401.00","29,910,606.00","29,484,587.00","8,258,628.00","","","","","","","","","","","","","","","","","","","","","","","",""
"BMO Conservative Allocation Y","","FS0000A45S","0C000098V3","BMO Funds","BN0000082Z","BMO","2014-05-30","","2022-01-24","Merged","Columbia Capital Allocation Cnsrv A","US19766G5466","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","BMO Asset Management Corp.","United States","","No","","BMO Conservative Allocation R6","No","","No","No","","","-2,603,213.73","-592,420.99","-7,872,220.50","","","12,312,022.00","12,121,065.00","12,172,242.00","11,733,250.00","11,418,269.00","10,874,971.00","10,561,599.00","10,526,131.00","10,551,013.00","10,598,116.00","10,592,509.00","10,568,250.00","10,328,112.00","10,164,342.00","9,733,662.00","10,171,803.00","10,327,071.00","10,479,081.00","10,689,586.00","10,749,157.00","10,579,980.00","10,509,889.00","10,866,079.00","10,823,369.00","10,768,579.00","10,058,479.00","9,705,272.00","9,938,649.00","9,930,275.00","9,930,162.00","9,344,117.00","9,124,209.00","8,614,524.00","8,595,544.00","8,493,285.00","3,172,622.00","","","","","","","","","","","","","","","","","","","","","","","",""
"BMO Conservative Allocation I","","FS0000A45S","0C000098V3","BMO Funds","BN0000082Z","BMO","2014-05-30","","2022-01-24","Merged","Columbia Capital Allocation Cnsrv Adv","US19766C2632","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","BMO Asset Management Corp.","United States","","No","","BMO Conservative Allocation R6","No","","No","No","","","81,270.39","-321,554.86","1,440,410.70","","","565,177.00","583,643.00","591,883.00","504,059.00","550,611.00","562,130.00","561,660.00","565,056.00","565,699.00","542,907.00","546,338.00","693,935.00","392,452.00","401,485.00","382,628.00","397,359.00","405,890.00","416,827.00","426,452.00","414,865.00","501,463.00","491,588.00","451,447.00","414,098.00","447,022.00","442,803.00","437,298.00","444,884.00","451,276.00","426,950.00","423,027.00","2,006,328.00","1,889,865.00","1,914,203.00","1,886,255.00","1,842,182.00","","","","","","","","","","","","","","","","","","","","","","","",""
"USAA Flexible Income","","FS0000A4SK","0C00002KEK","USAA Mutual Funds","BN00000A8R","USAA","2013-07-12","","2018-08-17","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","USAA Asset Management Company","United States","","No","","USAA Flexible Income Institutional","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USAA Flexible Income Institutional","","FS0000A4SK","0C00002KEK","USAA Mutual Funds","BN00000A8R","USAA","2013-07-12","","2018-08-17","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","USAA Asset Management Company","United States","","Yes","","USAA Flexible Income Institutional","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USAA Flexible Income Adviser","","FS0000A4SK","0C00002KEK","USAA Mutual Funds","BN00000A8R","USAA","2013-07-12","","2018-08-17","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","USAA Asset Management Company","United States","","No","","USAA Flexible Income Institutional","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pioneer Solutions Conservative R","","FSUSA06AMN","0C00001QKR","Amundi US","BN00000BTY","Amundi","2015-07-01","","2018-01-26","Merged","Pioneer Solutions Balanced R","US7235567911","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Amundi Asset Management US, Inc.","United States","","No","","Pioneer Solutions Conservative A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin NextStep Conservative A","","FS0000C83W","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2016-02-05","","2020-08-14","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Franklin Advisers, Inc.","United States","","Yes","","Franklin NextStep Conservative A","No","","No","No","","","659,343.83","","","","","1,273,257.00","1,401,983.00","1,446,696.00","1,538,372.00","1,525,442.00","1,790,669.00","1,817,095.00","1,842,937.00","1,832,618.00","1,878,243.00","1,877,580.00","2,022,908.00","1,786,039.00","1,743,527.00","1,786,178.00","2,168,428.00","2,346,881.00","2,304,522.00","2,147,148.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin NextStep Conservative C","","FS0000C83W","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2016-02-05","","2020-08-14","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Franklin Advisers, Inc.","United States","","No","","Franklin NextStep Conservative A","No","","No","No","","","-195,503.98","","","","","2,004,007.00","2,020,179.00","2,040,653.00","1,954,167.00","1,929,610.00","1,972,260.00","1,959,121.00","1,902,127.00","1,903,796.00","1,944,454.00","1,934,320.00","1,904,376.00","1,962,170.00","1,987,015.00","1,856,434.00","1,944,278.00","2,014,668.00","1,950,676.00","1,772,370.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin NextStep Conservative Advisor","","FS0000C83W","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2016-06-15","","2020-08-14","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Franklin Advisers, Inc.","United States","","No","","Franklin NextStep Conservative A","No","","No","No","","","-12,133.20","","","","","220,087.00","222,261.00","223,672.00","226,291.00","224,406.00","228,346.00","229,056.00","225,315.00","224,169.00","225,573.00","226,662.00","225,057.00","226,961.00","224,680.00","177,262.00","221,048.00","219,932.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Retirement Income 2040 R6","","FS0000D57J","0C00001YWF","John Hancock","BN0000096A","John Hancock","2017-07-06","","2022-04-22","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","John Hancock Investment Management LLC","United States","Jean-Francois Giroux;Nadia Live;Nicholas Scipio Del Campo;Serge Lapierre;Sonia Chatigny;","No","","JHancock Retirement Income 2040 A","Yes","Manulife Investment Management (North America) Limited","No","No","","","-4,851,694.04","-824,791.41","-921,281.20","","","26,839,328.00","26,959,499.00","27,601,283.00","27,729,509.00","27,790,696.00","28,538,174.00","28,594,969.00","25,297,638.00","25,071,597.00","25,122,181.00","25,118,893.00","25,045,414.00","25,678,787.00","25,886,293.00","25,147,554.00","25,909,931.00","26,137,709.00","26,349,746.00","26,942,914.00","26,537,224.00","26,403,894.00","25,989,166.00","26,606,782.00","26,681,455.00","26,225,534.00","25,647,407.00","25,059,282.00","25,355,254.00","25,412,741.00","25,788,368.00","26,142,303.00","26,010,588.00","25,447,767.00","25,519,335.00","25,532,397.00","25,456,491.00","24,586,613.00","24,161,962.00","23,417,587.00","","","","","","","","","","","","","","","","","","","","",""
"InvestEd 20 Portfolio","","FS0000DCNR","0C0000BBEQ","Delaware Funds by Macquarie","BN000009CG","Macquarie","2017-09-18","","2022-06-10","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Delaware Management Company","United States","","Yes","","InvestEd 20 Portfolio","Yes","Macquarie Investment Management Austria Kapitalanlage AG","No","No","","","2,165,958.09","-55,936,678.19","-4,602,570.24","","","103,190,769.00","105,386,878.00","107,234,203.00","109,380,671.00","108,106,024.00","110,021,609.00","108,620,209.00","108,598,695.00","108,611,830.00","109,942,692.00","111,690,804.00","112,768,423.00","112,859,464.00","111,150,737.00","106,688,856.00","110,058,261.00","111,723,342.00","112,855,905.00","114,839,374.00","114,810,937.00","60,056,350.00","58,996,811.00","61,713,099.00","62,969,631.00","62,407,658.00","62,181,808.00","61,039,383.00","61,606,286.00","61,535,927.00","62,198,548.00","62,478,714.00","62,567,854.00","61,532,299.00","61,759,235.00","60,681,076.00","59,608,801.00","57,489,151.00","55,112,933.00","53,828,379.00","51,563,777.00","52,086,139.00","","","","","","","","","","","","","","","","","","",""
"Columbia Solutions Conservative","","FS0000DEAL","0C00001YQG","Columbia Threadneedle","BN000008GG","Columbia Threadneedle","2017-10-24","","2023-12-01","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","Columbia Mgmt Investment Advisers, LLC","United States","","Yes","","Columbia Solutions Conservative","No","","No","No","","","1,174,339.40","679,567.78","1,527,042.59","-963,067.96","-11,029,302.78","8,028,252.00","8,169,276.00","8,346,302.00","8,562,084.00","8,385,862.00","8,717,692.00","8,710,851.00","8,736,290.00","8,866,867.00","9,379,226.00","9,585,480.00","9,736,409.00","9,749,945.00","9,669,052.00","9,447,762.00","9,506,592.00","9,675,398.00","9,856,698.00","10,013,911.00","10,421,050.00","10,269,224.00","10,172,137.00","10,461,871.00","11,171,268.00","11,150,395.00","11,030,772.00","11,098,789.00","12,009,411.00","12,172,360.00","12,318,915.00","12,415,952.00","12,512,157.00","12,239,697.00","12,323,006.00","12,433,774.00","12,857,946.00","11,191,314.00","11,030,082.00","10,803,446.00","10,515,783.00","10,484,699.00","10,283,683.00","10,603,072.00","10,308,050.00","9,924,078.00","9,966,140.00","10,166,617.00","10,485,612.00","10,778,508.00","10,571,706.00","10,865,860.00","10,712,558.00","10,674,543.00","10,775,725.00","10,022,714.00","9,937,699.00","9,591,854.00","9,370,744.00","8,323,913.00",""
"Westwood Flexible Income Instl","","FS0000E12X","0C00001YUQ","Westwood","BN00000ACV","Westwood","2018-12-19","","2020-04-28","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","Westwood Management Corp","United States","","Yes","","Westwood Flexible Income Instl","No","","No","No","","","4,565,062.12","","","","","1,910,377.00","2,404,238.00","3,234,034.00","3,488,719.00","3,562,859.00","3,686,166.00","4,373,498.00","5,578,469.00","5,974,996.00","6,227,053.00","6,731,770.00","6,857,076.00","8,925,040.00","9,605,311.00","720,136.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MainStay Defensive ETF Allocation R3","","FS0000FYS1","0C00002DSP","New York Life Investment Management LLC","BN00000BDQ","New York Life","2020-06-30","","2024-02-23","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","New York Life Investment Management LLC","United States","","No","","MainStay Defensive ETF Allocation I","No","","No","No","","","","24,983.45","8,111.61","18,292.80","24,485.42","","","","","","","","","","","","","","","","","","25,000.00","25,539.00","25,642.00","25,397.00","25,135.00","25,914.00","26,196.00","26,015.00","25,884.00","25,891.00","26,258.00","26,456.00","26,412.00","26,728.00","26,798.00","26,303.00","26,670.00","26,390.00","34,743.00","33,830.00","33,533.00","33,120.00","31,813.00","32,059.00","30,510.00","31,938.00","31,038.00","47,472.00","48,842.00","50,739.00","49,909.00","51,874.00","50,716.00","50,831.00","75,730.00","74,672.00","75,331.00","76,480.00","75,795.00","73,215.00","72,368.00","75,953.00","78,820.00"
"MainStay Defensive ETF Allocation I","","FS0000FYS1","0C00002DSP","New York Life Investment Management LLC","BN00000BDQ","New York Life","2020-06-30","","2024-02-23","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","New York Life Investment Management LLC","United States","","Yes","","MainStay Defensive ETF Allocation I","No","","No","No","","","","1,921,513.83","-2,007,225.22","6,062.98","199.76","","","","","","","","","","","","","","","","","","1,925,000.00","1,967,552.00","1,976,454.00","1,955,603.00","1,936,400.00","1,997,359.00","2,020,124.00","2,018,176.00","2,008,939.00","2,007,549.00","2,039,966.00","37,473.00","37,375.00","37,897.00","38,016.00","37,275.00","37,872.00","37,494.00","37,975.00","36,995.00","36,687.00","36,199.00","34,840.00","35,128.00","33,395.00","40,939.00","39,805.00","37,658.00","38,834.00","40,363.00","39,741.00","41,327.00","40,423.00","40,476.00","41,116.00","40,562.00","40,872.00","41,585.00","41,233.00","39,787.00","39,408.00","41,381.00","42,965.00"
"MainStay Defensive ETF Allocation C","","FS0000FYS1","0C00002DSP","New York Life Investment Management LLC","BN00000BDQ","New York Life","2020-06-30","","2024-02-23","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","New York Life Investment Management LLC","United States","","No","","MainStay Defensive ETF Allocation I","No","","No","No","","","","225,911.24","-94,219.41","117,621.73","-39,943.52","","","","","","","","","","","","","","","","","","25,000.00","209,525.00","132,486.00","206,010.00","203,678.00","230,048.00","232,317.00","188,714.00","187,656.00","187,783.00","162,005.00","163,117.00","162,904.00","151,922.00","152,222.00","147,064.00","140,420.00","138,659.00","139,958.00","135,988.00","134,502.00","122,668.00","117,410.00","118,025.00","108,549.00","94,919.00","91,968.00","86,925.00","89,079.00","244,469.00","240,122.00","249,232.00","228,436.00","226,105.00","228,751.00","225,302.00","227,226.00","232,767.00","230,426.00","215,192.00","212,232.00","222,486.00","214,802.00"
"MainStay Defensive ETF Allocation A","","FS0000FYS1","0C00002DSP","New York Life Investment Management LLC","BN00000BDQ","New York Life","2020-06-30","","2024-02-23","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","New York Life Investment Management LLC","United States","","No","","MainStay Defensive ETF Allocation I","No","","No","No","","","","6,874,727.05","2,252,389.74","860,237.60","-663,426.52","","","","","","","","","","","","","","","","","","25,000.00","919,720.00","1,970,670.00","3,587,299.00","5,671,299.00","7,203,098.00","7,077,870.00","7,792,777.00","8,072,280.00","8,571,544.00","8,603,440.00","8,904,099.00","8,099,810.00","8,459,714.00","9,313,244.00","9,298,872.00","9,127,179.00","9,241,825.00","9,517,967.00","9,058,265.00","9,118,235.00","9,087,692.00","9,365,553.00","9,450,187.00","9,110,034.00","9,689,056.00","9,293,387.00","8,825,313.00","9,259,916.00","9,399,305.00","9,311,077.00","9,725,016.00","9,409,442.00","9,646,612.00","9,397,012.00","9,381,727.00","9,900,086.00","9,972,835.00","9,885,814.00","9,495,465.00","9,357,508.00","9,432,032.00","9,323,233.00"
"InvestEd 10 Portfolio","","FS0000G3NJ","0C0000BBEQ","Delaware Funds by Macquarie","BN000009CG","Macquarie","2020-09-01","","2022-06-10","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Delaware Management Company","United States","","Yes","","InvestEd 10 Portfolio","Yes","Macquarie Investment Management Austria Kapitalanlage AG","No","No","","","","46,534,022.83","1,997,669.63","","","","","","","","","","","","","","","","","","","","","","","45,639,854.00","46,279,865.00","47,415,717.00","47,336,145.00","46,665,122.00","46,768,549.00","48,110,363.00","49,858,840.00","51,739,636.00","52,238,332.00","52,408,694.00","49,716,624.00","49,346,851.00","49,212,032.00","49,497,951.00","49,970,523.00","48,272,722.00","48,353,582.00","48,159,374.00","47,638,264.00","46,757,638.00","","","","","","","","","","","","","","","","","","",""
